,STRUCTURE_NUMBER_008,Year,LAT_016,LONG_017,YEAR_BUILT_027,DECK_COND_058,DECK_STRUCTURE_TYPE_107
344,000000001003280,2003,41204800.0,74114200.0,1956.0,7,1
345,000000001003280,2004,41204629.0,74113951.0,1956.0,7,1
346,000000001003280,2005,41204629.0,74113951.0,1956.0,7,1
347,000000001003280,2006,41204629.0,74113951.0,1956.0,7,1
348,000000001003280,2007,41204629.0,74113951.0,1956.0,7,1
349,000000001003280,2008,41204629.0,74113951.0,1956.0,7,1
350,000000001003280,2009,41204629.0,74113951.0,1956.0,7,1
351,000000001003280,2010,41204629.0,74113951.0,1956.0,7,1
352,000000001003280,2011,41204629.0,74113951.0,1956.0,7,1
353,000000001003280,2012,41204629.0,74113951.0,1956.0,7,1
354,000000001003280,2013,41204629.0,74113951.0,1956.0,7,1
355,000000001003280,2014,41204629.0,74113951.0,1956.0,7,1
356,000000001003280,2015,41204629.0,74113951.0,1956.0,7,1
357,000000001003280,2016,41204629.0,74113951.0,1956.0,7,1
358,000000001003280,2017,41204655.0,74113899.0,1956.0,7,1
359,000000001003280,2018,41204655.0,74113899.0,1956.0,7,1
360,000000001003280,2019,41204655.0,74113899.0,1956.0,7,1
361,000000001003280,2020,41204655.0,74113899.0,1956.0,6,1
362,000000001003280,2021,41204655.0,74113899.0,1956.0,6,1
363,000000001003280,2022,41204655.0,74113899.0,1956.0,6,1
364,000000001003280,2023,41204655.0,74113899.0,1956.0,6,1
365,000000001003290,1998,41204200.0,74113600.0,1956.0,8,1
366,000000001003290,1999,41204200.0,74113600.0,1956.0,8,1
367,000000001003290,2000,41204200.0,74113600.0,1956.0,7,1
368,000000001003290,2001,41204200.0,74113600.0,1956.0,7,1
369,000000001003290,2002,41204200.0,74113600.0,1956.0,7,1
370,000000001003290,2003,41204800.0,74113600.0,1956.0,7,1
371,000000001003290,2004,41204469.0,74113303.0,1956.0,7,1
372,000000001003290,2005,41204469.0,74113303.0,1956.0,7,1
373,000000001003290,2006,41204469.0,74113303.0,1956.0,7,1
374,000000001003290,2007,41204469.0,74113303.0,1956.0,7,1
375,000000001003290,2008,41204469.0,74113303.0,1956.0,7,1
